Timestamp;1. Do you have a social media account? (e.g., Facebook, Twitter, etc.);2. Which social media account do you use usually?;3. Which device do you usually use to connect social media?;4. Which type of internet connection do you use?;5. How long have you been using a social media account?;6. How frequently do you post (upload status or add photos/videos) on social media? ;7. How much time do you spend daily in social media?;8. When do you usually use social media?;9. How many friends do you have on social media?;10. How many friends do you know personally in social media? ;11. How many groups you are tagged in social media?;12. What is your main purpose for using social media (e.g. Facebook)?;13. What contents do you mainly look for in your social media news feed?;14.Do you believe social media is a good thing?;15. When you see something in social media, do you instantly believe it?;16. Have you ever experienced peer pressure due to social media?;17. Does your emotion get influenced by other's posts (success, failure, loss)? ;18. Have you ever compared yourself with other’s success or luxurious life?;19. Do you think, your mental wellbeing would be better if you do not use social media?;20. If answer is yes, are you trying to control that thing and trying to reduce the use of social media?;21. Please write your age in years (number).;22. Gender;23. Marital Status;24. Religion;25. Education;26. Profession;27. Monthly income;28. Area of residence;29. Living with-;30. Body weight (Kg);31. Height (m);32. Smoking habit
2/17/2021 1:36:16;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;1-2 per day;1-3 hours;Frequently at anytime;2000-4000;Most of them;More than 20;To stay connected with people;To stay connected with people;Yes;No;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;28;Female;Unmarried;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;60;1.57;Non-smoker
3/1/2021 19:35:48;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;Less than 1 per day;Less than 1 hour;Afternoon;Less than 500;Few of them;5-10;For time pass;Updates of current affairs/news;No;No;No;Sometimes;Never;No;Not trying;36;Female;Married;Muslim;Graduate Level;Housewife ;No income;Rural Area;With family;60;1.57;Non-smoker
3/6/2021 17:55:09;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Few of them;5-10;For time pass;Updates of people;Yes;Yes;Yes;Not at all;All the times;Yes;Trying to reduce the use;19;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;60;1.57;Non-smoker
2/22/2021 16:38:40;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;1-2 per day;3-5 hours;Frequently at anytime;500-2000;Most of them;10-20;To stay connected with people;To stay connected with people;Yes;No;Yes;Always;All the times;Yes;Trying to reduce the use;22;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;60;1.57;Non-smoker
2/22/2021 2:34:19;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;Less than 5;To stay connected with people;Motivational/ informative contents;No;No;No;Sometimes;Never;Yes;Trying to reduce the use;24;Female;Married;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;60;1.57;Non-smoker
2/26/2021 22:12:00;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;3-5 per day;3-5 hours;Frequently at anytime;500-2000;Most of them;More than 20;To stay connected with people;Updates of current affairs/news;Yes;No;No;Always;Never;No;Not trying;34;Male;Married;Muslim;Graduate Level;Private job;Above 70,000 Tk;Urban Area;Without family;68;1.68;Smoker
3/6/2021 12:27:36;Yes;Facebook;Mobile Phone;Mobile data;5-10 years;More than 5 per day;3-5 hours;Frequently at anytime;500-2000;Many of them;10-20;To stay connected with people;To stay connected with people;No;No;No;Sometimes;Never;Yes;Trying to reduce the use;32;Male;Married;Muslim;Secondary Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Rural Area;With family;68;1.68;Smoker
2/13/2021 19:55:32;Yes;Facebook;Mobile Phone;Mobile data;5-10 years;More than 5 per day;3-5 hours;Frequently at anytime;500-2000;Many of them;5-10;To stay connected with people;Motivational/ informative contents;Yes;No;No;Sometimes;Never;Yes;Trying to reduce the use;28;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;10,000-40,000 Tk;Rural Area;Without family;68;1.68;Smoker
2/19/2021 23:54:29;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;3-5 per day;1-3 hours;Frequently at anytime;500-2000;All of them;Less than 5;To stay connected with people;Motivational/ informative contents;Yes;No;No;Sometimes;Never;No;Not trying;29;Male;Unmarried;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;Without family;68;1.68;Non-smoker
2/20/2021 0:19:50;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;More than 20;To stay connected with people;Updates of people;Yes;No;Yes;Sometimes;Most of the times;Yes;Not trying;27;Female;Unmarried;Muslim;Graduate Level;Private job;40,000-70,000 Tk;Urban Area;With family;68;1.68;Non-smoker
2/21/2021 0:34:00;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;3-5 per day;3-5 hours;Frequently at anytime;Less than 500;Many of them;10-20;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;No;Sometimes;Never;No;Not trying;28;Female;Unmarried;Muslim;Masters or above;Govt. job;40,000-70,000 Tk;Urban Area;With family;62;1.60;Non-smoker
2/22/2021 14:40:07;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Many of them;5-10;Running business;To stay connected with people;Yes;No;Yes;Sometimes;Never;No;Not trying;27;Female;Married;Muslim;Graduate Level;Self-employed/Entrepreneur/Business;Above 70,000 Tk;Urban Area;With family;62;1.60;Non-smoker
3/7/2021 19:03:15;Yes;Facebook;Desktop;Broadband (Wi-Fi);5-10 years;1-2 per day;1-3 hours;Evening;500-2000;Many of them;5-10;To make new friends;Get pleasure from funny posts/ memes;Yes;Yes;Yes;Sometimes;Never;Yes;Trying to reduce the use;23;Female;Married;Muslim;Secondary Level;Housewife;No income;Rural Area;With family;66;1.65;Non-smoker
3/8/2021 9:43:37;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;1-2 per day;1-3 hours;Frequently at anytime;Less than 500;Many of them;Less than 5;To make new friends;Updates of current affairs/news;No;No;Yes;Sometimes;Never;Yes;Trying to stop the use;23;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Rural Area;With family;66;1.65;Non-smoker
3/5/2021 14:58:01;Yes;Facebook;Tablet;Mobile data;2-5 years;1-2 per day;1-3 hours;Morning;500-2000;Many of them;5-10;To make new friends;Updates of current affairs/news;Yes;Yes;Yes;Sometimes;Never;Yes;Not trying;17;Female;Unmarried;Muslim;Primary level;Daily labor/driver/housemaid;10,000-40,000 Tk;Rural Area;With family;66;1.65;Non-smoker
2/17/2021 1:20:27;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;3-5 hours;Frequently at anytime;500-2000;Most of them;10-20;To stay connected with people;Updates of people;Yes;No;No;Sometimes;Most of the times;Yes;Not trying;29;Female;Married;Muslim;Graduate Level;Private job;40,000-70,000 Tk;Urban Area;With family;66;1.65;Non-smoker
2/21/2021 22:21:58;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;Less than 1 hour;Frequently at anytime;More than 4000;All of them;More than 20;To stay connected with people;To stay connected with people;Yes;No;No;Not at all;All the times;No;Trying to reduce the use;36;Male;Married;Hindu;Graduate Level;Self-employed/Entrepreneur/Business;Above 70,000 Tk;Urban Area;With family;64;1.63;Smoker
2/20/2021 1:33:08;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;3-5 hours;Night to late night;500-2000;Many of them;10-20;To stay connected with people;Updates of current affairs/news;Yes;No;Yes;Sometimes;Most of the times;No;Trying to reduce the use;23;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;88;1.91;Smoker
2/26/2021 17:09:28;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Evening;500-2000;Many of them;5-10;To stay connected with people;Updates of current affairs/news;Yes;No;No;Sometimes;Never;Yes;Trying to reduce the use;25;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;75;1.75;Non-smoker
3/7/2021 19:36:21;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;1-2 per day;Less than 1 hour;Frequently at anytime;Less than 500;Many of them;Less than 5;For time pass;Updates of people;Yes;No;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;18;Female;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;55;1.50;Smoker
3/7/2021 18:29:06;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;Less than 1 per day;Less than 1 hour;Afternoon;500-2000;Many of them;5-10;For time pass;Updates of people;Yes;Yes;Yes;Not at all;Most of the times;Yes;Trying to reduce the use;17;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;55;1.50;Non-smoker
2/19/2021 19:19:07;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Many of them;10-20;To stay connected with people;Updates of people;Yes;No;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;26;Female;Unmarried;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;57;1.52;Non-smoker
3/8/2021 10:40:16;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;1-2 per day;1-3 hours;Frequently at anytime;500-2000;Few of them;5-10;To make new friends;To stay connected with people;Yes;Yes;Yes;Not at all;All the times;Yes;Trying to stop the use;18;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;59;1.55;Smoker
2/23/2021 0:56:35;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Many of them;5-10;To stay connected with people;Updates of people;No;No;No;Not at all;Never;Yes;Trying to reduce the use;26;Female;Married;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;59;1.55;Non-smoker
3/6/2021 8:54:45;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;3-5 per day;1-3 hours;Afternoon;Less than 500;Few of them;Less than 5;To make new friends;Get pleasure from funny posts/ memes;Yes;Yes;Yes;Not at all;Most of the times;Yes;Trying to reduce the use;17;Male;Unmarried;Muslim;Primary level;Daily labor/driver/housemaid;10,000-40,000 Tk;Rural Area;With family;59;1.55;Non-smoker
3/2/2021 20:05:21;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;1-2 per day;1-3 hours;Frequently at anytime;Less than 500;Few of them;Less than 5;For time pass;Updates of people;Yes;Yes;Yes;Sometimes;Never;Yes;Trying to reduce the use;14;Male;Unmarried;Muslim;Primary level;Unemployed including students;No income;Rural Area;With family;67;1.65;Smoker
3/7/2021 18:52:16;Yes;WhatsApp;Mobile Phone;Broadband (Wi-Fi);2-5 years;1-2 per day;1-3 hours;Frequently at anytime;Less than 500;All of them;Less than 5;To stay connected with people;To stay connected with people;Yes;Yes;Yes;Sometimes;Never;No;Not trying;18;Female;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;67;1.65;Non-smoker
2/22/2021 13:13:23;Yes;Facebook;Mobile Phone;Mobile data;More than 10 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Most of them;More than 20;Running business;To stay connected with people;Yes;No;No;Sometimes;Never;No;Trying to reduce the use;27;Male;Unmarried;Muslim;Masters or above;Private job;40,000-70,000 Tk;Urban Area;With family;80;1.80;Non-smoker
2/20/2021 0:46:35;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Many of them;More than 20;To stay connected with people;Updates of current affairs/news;Yes;Yes;Yes;Sometimes;Never;Yes;Trying to stop the use;24;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;80;1.80;Non-smoker
2/20/2021 20:41:27;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;More than 5 per day;More than 5 hours;Night to late night;Less than 500;Few of them;10-20;For time pass;To stay connected with people;Yes;No;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;27;Female;Married;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;63;1.60;Non-smoker
2/20/2021 19:03:54;Yes;Facebook;Laptop;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Afternoon;Less than 500;Many of them;Less than 5;To stay connected with people;Updates of current affairs/news;No;No;Yes;Sometimes;Never;Yes;Not trying;49;Male;Married;Muslim;Secondary Level;Govt. job;10,000-40,000 Tk;Urban Area;With family;85;1.85;Non-smoker
2/19/2021 23:59:40;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;Most of them;5-10;For time pass;Get pleasure from funny posts/ memes;Yes;No;Yes;Sometimes;Most of the times;No;Not trying;20;Male;Unmarried;Muslim;;Unemployed including students;No income;Urban Area;With family;85;1.85;Non-smoker
2/20/2021 22:51:27;Yes;Facebook;Mobile Phone;Mobile data;More than 10 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Most of them;5-10;To stay connected with people;Get pleasure from funny posts/ memes;No;No;No;Sometimes;Never;Yes;Trying to stop the use;27;Female;Unmarried;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;63.5;1.60;Non-smoker
2/26/2021 21:15:03;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Most of them;More than 20;To stay connected with people;Get pleasure from funny posts/ memes;No;No;No;Sometimes;Never;Yes;Trying to reduce the use;24;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Rural Area;With family;74;1.73;Smoker
2/15/2021 10:35:19;Yes;Facebook;Mobile Phone;Mobile data;More than 10 years;Less than 1 per day;3-5 hours;Frequently at anytime;2000-4000;Most of them;More than 20;To stay connected with people;To stay connected with people;Yes;No;Yes;Always;Most of the times;Yes;Trying to reduce the use;25;Male;Married;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;74;1.73;Smoker
2/14/2021 19:37:20;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;More than 5 per day;1-3 hours;Night to late night;500-2000;Most of them;Less than 5;To stay connected with people;Motivational/ informative contents;Yes;No;No;Sometimes;Never;Yes;Trying to reduce the use;25;Male;Unmarried;Hindu;Masters or above;Unemployed including students;No income;Rural Area;With family;70;1.68;Non-smoker
2/18/2021 3:37:13;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;Less than 1 per day;Less than 1 hour;Evening;500-2000;Most of them;5-10;For time pass;Updates of current affairs/news;Yes;Yes;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;25;Male;Unmarried;Hindu;Graduate Level;Unemployed including students;No income;Urban Area;Without family;70;1.68;Smoker
3/1/2021 22:46:35;Yes;Facebook;Laptop;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Few of them;Less than 5;To stay connected with people;Updates of current affairs/news;Yes;No;No;Always;Most of the times;No;Trying to reduce the use;25;Male;Unmarried;Muslim;Graduate Level;Private job;40,000-70,000 Tk;Urban Area;With family;70;1.68;Non-smoker
2/14/2021 18:50:00;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;1-3 hours;Night to late night;500-2000;Many of them;5-10;To stay connected with people;To Stay Connected, get updates from people and get pleasure from memes;Yes;No;No;Not at all;Never;Yes;Trying to reduce the use;25;Male;Married;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;70;1.68;Non-smoker
2/22/2021 10:59:40;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Many of them;More than 20;To stay connected with people;To stay connected with people;No;No;Yes;Sometimes;Never;Yes;Trying to reduce the use;22;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Rural Area;With family;70;1.68;Non-smoker
2/20/2021 21:50:50;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;3-5 hours;Frequently at anytime;Less than 500;All of them;5-10;To stay connected with people;Updates of current affairs/news;No;No;No;Sometimes;Most of the times;Yes;Not trying;25;Female;Married;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;56;1.50;Non-smoker
3/1/2021 11:02:13;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;More than 5 per day;More than 5 hours;Night to late night;Less than 500;Most of them;10-20;For time pass;Updates of people;Yes;Yes;Yes;Sometimes;Most of the times;No;Not trying;17;Male;Unmarried;Buddho;Secondary Level;Unemployed including students;No income;Rural Area;With family;68;1.65;Smoker
2/27/2021 23:47:34;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);5-10 years;More than 5 per day;1-3 hours;Afternoon;Less than 500;Most of them;Less than 5;To stay connected with people;Updates of current affairs/news;Yes;No;No;Not at all;Never;No;Not trying;25;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;68;1.65;Non-smoker
3/4/2021 15:55:21;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);Less than 2-year;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;Few of them;Less than 5;For time pass;Updates of people;Yes;No;Yes;Always;Never;Yes;Trying to stop the use;16;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;Without family;66;1.63;Non-smoker
3/5/2021 20:50:21;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;1-2 per day;1-3 hours;Afternoon;2000-4000;Few of them;Less than 5;For time pass;Get pleasure from funny posts/ memes;Yes;Yes;Yes;Not at all;Most of the times;No;Trying to stop the use;18;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;Without family;66;1.63;Non-smoker
3/5/2021 18:21:29;Yes;Instagram;Mobile Phone;Mobile data;Less than 2-year;3-5 per day;1-3 hours;Evening;500-2000;Many of them;5-10;To make new friends;Updates of current affairs/news;No;Yes;Yes;Sometimes;Never;No;Not trying;19;Female;Unmarried;Muslim;Secondary Level;Private job;10,000-40,000 Tk;Rural Area;With family;66;1.63;Non-smoker
3/7/2021 21:30:54;Yes;Facebook;Mobile Phone;Mobile data;5-10 years;3-5 per day;Less than 1 hour;Frequently at anytime;500-2000;Many of them;More than 20;To stay connected with people;Motivational/ informative contents;Yes;Yes;Yes;Sometimes;All the times;Yes;Trying to stop the use;20;Male;Unmarried;Hindu;Secondary Level;Daily labor/driver/housemaid;10,000-40,000 Tk;Rural Area;Without family;66;1.63;Smoker
2/13/2021 18:14:30;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;More than 5 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;More than 20;To stay connected with people;To stay connected with people;Yes;No;Yes;Sometimes;Never;No;Not trying;26;Female;Married;Muslim;Masters or above;Unemployed including students;No income;Rural Area;With family;60;1.55;Non-smoker
2/21/2021 0:57:44;Yes;Facebook;Tablet;Broadband (Wi-Fi);2-5 years;Less than 1 per day;More than 5 hours;Frequently at anytime;Less than 500;Most of them;More than 20;To stay connected with people;To stay connected with people;Yes;No;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;26;Female;Unmarried;Muslim;Masters or above;Unemployed including students;10,000-40,000 Tk;Rural Area;With family;64;1.60;Non-smoker
